Age,Occupation,Investment Goals,Income Level,Account Balance,Deposits,Withdrawals,Transfers,International Transfers,Investments,Loan Amount,Loan Purpose,Employment Status,Loan Term (Months),Interest Rate,Loan Status,Risk Score,Risk Level
64,Teacher,Speculation,46418.76,51568.48,17397.71,12953.2,5378.11,419.89,16939.28,41477.84,Auto Purchase,Unemployed,12,8.76,approved,2,Low
27,Engineer,Income Generation,78557.61,29952.3,9089.24,2863.78,1974.74,82.16,1638.09,17178.99,Auto Purchase,Employed,12,5.8,approved,3,Low
35,Lawyer,Growth,60569.65,69193.69,20748.09,3744.0,12572.2,514.7,13176.84,50000.0,Medical Expenses,Unemployed,48,13.46,pending,5,Medium
50,Student,Speculation,86214.97,100000.0,12611.29,18786.36,23434.45,733.57,7879.18,50000.0,Small Business,Self-Employed,36,11.16,approved,4,Low
21,Doctor,Growth,119749.28,100000.0,46964.95,28237.69,18479.97,52.06,15437.79,34851.81,Debt Consolidation,Unemployed,60,10.35,pending,7,High
67,Doctor,Speculation,109630.28,100000.0,24888.27,5043.41,5784.4,756.97,12481.43,37516.26,Debt Consolidation,Unemployed,48,10.52,pending,5,Medium
34,Lawyer,Income Generation,93074.18,38448.28,5217.09,10749.16,7760.96,2086.95,5733.93,50000.0,Home Improvement,Self-Employed,60,12.95,pending,5,Medium
42,Teacher,Wealth Preservation,85627.43,46440.73,15107.83,5410.31,3204.7,579.69,4561.26,50000.0,Medical Expenses,Self-Employed,48,11.37,approved,5,Medium
83,Retiree,Wealth Preservation,47307.32,25905.53,8932.92,6675.8,3587.93,711.09,4127.51,50000.0,Home Improvement,Unemployed,60,13.46,pending,3,Low
61,Lawyer,Wealth Preservation,55071.25,50638.04,11550.86,12785.64,11218.49,744.82,5210.95,38152.66,Medical Expenses,Unemployed,48,11.71,pending,4,Low
19,Engineer,Wealth Preservation,106929.64,100000.0,36101.78,26895.5,8266.71,633.18,14676.42,50000.0,Medical Expenses,Self-Employed,24,11.96,pending,7,High
54,Engineer,Growth,102302.25,100000.0,16830.55,13592.7,9164.5,1142.73,15532.17,15947.33,Small Business,Self-Employed,24,10.21,rejected,4,Low
73,Retiree,Income Generation,83476.77,100000.0,39011.1,12866.46,13645.84,142.19,30615.97,50000.0,Home Improvement,Employed,48,13.42,rejected,5,Medium
53,Teacher,Wealth Preservation,58270.41,100000.0,34518.86,16404.14,20996.71,1510.39,19976.77,50000.0,Home Improvement,Employed,24,9.06,approved,3,Low
26,Artist,Speculation,82452.96,100000.0,41185.9,24057.56,9936.19,2838.44,12035.88,50000.0,Small Business,Self-Employed,36,13.16,rejected,6,Medium
52,Engineer,Growth,63566.83,85249.21,15754.42,17319.05,18709.47,5491.64,23294.05,50000.0,Debt Consolidation,Employed,48,10.46,approved,5,Medium
52,Lawyer,Income Generation,63511.15,46340.94,16111.32,13630.7,10197.82,144.67,7769.33,15201.16,Home Improvement,Self-Employed,60,9.85,rejected,2,Low
77,Lawyer,Speculation,80280.94,100000.0,13673.9,27869.06,11414.56,1417.86,18230.61,50000.0,Auto Purchase,Employed,48,12.51,pending,4,Low
59,Retiree,Speculation,59595.16,9488.74,4003.7,1143.02,1326.81,210.59,670.44,34453.22,Debt Consolidation,Unemployed,48,8.36,approved,3,Low
38,Retiree,Wealth Preservation,106734.33,41877.69,4242.6,9662.59,10075.62,1232.14,3756.1,50000.0,Medical Expenses,Employed,36,11.55,rejected,6,Medium
63,Engineer,Speculation,110997.8,27252.39,8914.23,2217.85,3736.39,639.17,3356.04,50000.0,Home Improvement,Retired,24,13.38,pending,5,Medium
39,Engineer,Speculation,21696.92,33036.11,12578.16,5819.45,2464.05,136.34,3708.18,5000.0,Home Improvement,Employed,60,7.47,rejected,2,Low
46,Doctor,Wealth Preservation,86826.96,43590.47,13939.76,5486.92,5681.82,252.79,7541.02,50000.0,Debt Consolidation,Unemployed,60,11.59,pending,5,Medium
41,Artist,Speculation,63487.24,100000.0,21794.92,24059.43,11768.78,2185.35,16612.15,24560.35,Debt Consolidation,Retired,48,11.48,pending,5,Medium
65,Retiree,Speculation,30111.76,30285.76,7841.75,7497.11,6876.66,1842.76,3308.73,40232.04,Medical Expenses,Retired,24,9.97,approved,2,Low
58,Retiree,Income Generation,96923.1,48594.95,9491.75,4491.29,4572.96,809.12,4030.4,16856.29,Small Business,Employed,48,9.94,pending,2,Low
85,Teacher,Speculation,24459.06,37889.67,17804.1,4173.37,7558.54,1255.77,6513.76,20847.19,Medical Expenses,Retired,60,7.19,approved,2,Low
45,Student,Wealth Preservation,62939.82,47047.12,19737.36,12414.26,4556.89,23.79,8695.04,34280.61,Auto Purchase,Retired,48,9.08,approved,4,Low
67,Retiree,Wealth Preservation,86841.28,100000.0,31318.27,17871.66,18998.79,2871.55,6733.76,50000.0,Debt Consolidation,Self-Employed,60,10.14,approved,4,Low
46,Engineer,Growth,63488.85,29092.59,5509.93,7968.42,3536.78,718.29,5414.32,49829.91,Auto Purchase,Retired,48,8.99,approved,4,Low
54,Retiree,Income Generation,103973.63,100000.0,16494.81,29258.84,24527.99,2573.0,10043.2,50000.0,Home Improvement,Unemployed,24,10.11,approved,5,Medium
60,Student,Income Generation,37725.6,24415.83,5286.53,3261.84,3929.95,187.47,1227.32,50000.0,Small Business,Unemployed,60,12.45,pending,3,Low
37,Teacher,Income Generation,69497.47,100000.0,35539.74,12126.04,20120.0,1900.64,8959.57,9074.11,Home Improvement,Unemployed,12,10.41,rejected,4,Low
58,Student,Wealth Preservation,71290.83,55925.73,10633.43,3765.94,12426.15,1412.95,4750.16,50000.0,Medical Expenses,Self-Employed,48,14.32,pending,4,Low
66,Teacher,Wealth Preservation,38890.45,51106.76,19578.78,14593.19,11427.98,2929.16,3881.05,34250.11,Home Improvement,Unemployed,12,9.91,approved,2,Low
30,Artist,Growth,90780.46,100000.0,35951.84,25258.27,22914.52,5570.78,14406.99,50000.0,Small Business,Employed,24,10.36,approved,5,Medium
36,Engineer,Growth,45222.34,46930.44,13502.99,2697.0,7761.26,1960.7,16489.77,31709.43,Debt Consolidation,Employed,24,12.55,rejected,4,Low
60,Doctor,Wealth Preservation,89533.51,56978.36,16316.68,13570.38,12852.71,2788.18,4695.05,50000.0,Small Business,Unemployed,24,13.22,pending,4,Low
46,Teacher,Growth,88003.65,100000.0,14873.12,25456.0,8969.92,1727.73,26136.82,50000.0,Home Improvement,Unemployed,12,9.21,approved,5,Medium
37,Doctor,Income Generation,56638.29,100000.0,46761.87,6184.78,15741.83,1831.4,19468.55,50000.0,Medical Expenses,Self-Employed,24,13.31,pending,5,Medium
74,Retiree,Speculation,76248.62,95681.45,22080.52,5124.94,19501.52,1953.35,23553.77,50000.0,Medical Expenses,Unemployed,60,12.43,pending,5,Medium
25,Engineer,Growth,98622.37,100000.0,46151.02,27831.76,9993.74,674.55,18191.37,50000.0,Home Improvement,Employed,48,9.17,approved,5,Medium
36,Retiree,Wealth Preservation,58831.57,52378.96,21402.24,14559.56,7439.19,773.49,6264.72,50000.0,Home Improvement,Self-Employed,24,12.37,rejected,5,Medium
57,Student,Income Generation,74958.45,80365.28,14721.95,4069.03,9786.27,446.96,19311.57,17601.41,Medical Expenses,Unemployed,12,9.29,pending,2,Low
72,Artist,Growth,75061.05,67604.74,10343.83,17585.7,9552.21,2662.35,3904.8,50000.0,Debt Consolidation,Unemployed,48,11.34,approved,4,Low
39,Student,Wealth Preservation,24173.57,28252.8,6242.59,3523.76,6474.39,1547.29,8287.56,5517.12,Medical Expenses,Employed,24,5.97,approved,1,Low
41,Engineer,Growth,74837.98,100000.0,30563.84,12075.78,10429.73,2794.24,12991.43,50000.0,Auto Purchase,Retired,48,10.45,approved,5,Medium
27,Doctor,Growth,48698.88,46141.86,19335.6,4186.1,3268.01,140.81,3811.87,50000.0,Medical Expenses,Self-Employed,60,10.16,approved,5,Medium
27,Teacher,Speculation,18212.27,10513.43,2738.27,1051.6,2434.87,168.77,1486.24,5000.0,Medical Expenses,Retired,24,7.1,pending,3,Low
43,Engineer,Income Generation,86140.76,18949.69,2358.13,5229.83,3045.65,437.89,5547.41,50000.0,Home Improvement,Retired,24,13.79,pending,5,Medium
27,Lawyer,Income Generation,80395.38,100000.0,17854.9,17136.07,17565.4,2538.42,9409.35,50000.0,Home Improvement,Retired,12,9.92,approved,5,Medium
28,Student,Growth,55938.1,43077.33,10845.76,3191.91,6988.08,1361.31,16226.87,50000.0,Auto Purchase,Unemployed,24,10.83,approved,6,Medium
60,Teacher,Growth,82339.41,8433.56,3313.3,2293.72,1344.29,165.18,514.14,50000.0,Small Business,Employed,60,11.06,approved,4,Low
52,Artist,Wealth Preservation,84289.83,82810.29,23396.3,10255.23,8629.67,2362.85,20259.45,50000.0,Medical Expenses,Self-Employed,48,10.65,approved,5,Medium
51,Student,Growth,129590.79,100000.0,33466.51,23283.76,14221.68,352.19,14223.58,50000.0,Auto Purchase,Unemployed,12,11.5,rejected,5,Medium
85,Teacher,Income Generation,22714.52,24325.87,10089.85,2922.13,2822.62,167.71,1348.54,11152.13,Auto Purchase,Unemployed,12,8.37,rejected,1,Low
62,Doctor,Growth,87278.37,100000.0,27372.01,19977.45,14075.59,1253.4,5540.03,29239.57,Home Improvement,Self-Employed,12,12.01,pending,4,Low
75,Lawyer,Income Generation,90259.79,100000.0,19943.76,14981.12,10735.29,1477.39,11226.13,24397.92,Small Business,Employed,12,12.29,pending,4,Low
26,Teacher,Growth,80577.08,61345.8,19790.98,10963.08,3859.54,269.57,9924.33,50000.0,Medical Expenses,Retired,24,12.95,pending,6,Medium
59,Doctor,Speculation,100522.7,100000.0,28951.44,27510.68,20370.54,3847.0,15278.46,50000.0,Debt Consolidation,Retired,12,12.42,rejected,5,Medium
63,Artist,Speculation,51870.14,11718.35,4516.56,2589.47,1672.04,481.63,839.79,50000.0,Auto Purchase,Unemployed,60,12.62,pending,4,Low
35,Lawyer,Wealth Preservation,48331.74,14789.25,3976.8,2341.8,2578.14,282.95,5234.98,36979.49,Debt Consolidation,Employed,60,9.86,approved,3,Low
68,Lawyer,Wealth Preservation,104363.56,100000.0,11427.22,21908.07,11078.83,2668.44,15878.54,50000.0,Small Business,Employed,24,12.8,pending,5,Medium
70,Student,Growth,137715.25,15927.75,5168.79,4040.58,3877.93,113.74,2916.51,50000.0,Medical Expenses,Self-Employed,60,10.38,approved,5,Medium
50,Doctor,Speculation,77511.68,37060.28,9100.51,10485.88,4105.97,358.66,2429.42,50000.0,Medical Expenses,Self-Employed,60,11.66,pending,4,Low
85,Retiree,Growth,93981.01,100000.0,14087.54,21370.52,14023.99,2892.02,5914.32,50000.0,Auto Purchase,Self-Employed,12,13.55,pending,4,Low
45,Lawyer,Wealth Preservation,24190.65,34564.24,7012.16,6788.37,2716.92,130.96,12584.85,30763.55,Home Improvement,Employed,24,9.35,approved,3,Low
85,Doctor,Income Generation,59303.55,30237.64,8635.35,1973.43,3101.57,714.91,8714.33,32658.4,Medical Expenses,Retired,60,9.5,approved,3,Low
79,Teacher,Speculation,15603.12,9628.65,2701.68,573.93,1806.75,436.23,1013.53,12521.61,Medical Expenses,Retired,24,9.62,rejected,1,Low
59,Student,Growth,45047.35,56682.01,6011.16,3805.39,2937.62,870.38,8960.69,19050.23,Home Improvement,Self-Employed,24,10.54,rejected,2,Low
23,Teacher,Growth,55779.65,65311.28,16991.5,9164.19,5735.19,1146.75,9507.42,9163.87,Home Improvement,Unemployed,24,9.75,rejected,4,Low
48,Lawyer,Income Generation,83426.92,100000.0,40477.66,15633.98,13111.53,3803.03,14947.71,40628.78,Medical Expenses,Employed,36,12.22,rejected,5,Medium
81,Engineer,Income Generation,51807.37,66918.26,24889.38,13871.5,5786.47,1475.03,7612.4,15066.43,Debt Consolidation,Unemployed,24,10.44,pending,3,Low
66,Doctor,Growth,31024.72,17486.61,4582.09,4701.53,1838.7,403.32,3235.2,19248.57,Debt Consolidation,Self-Employed,48,6.65,approved,1,Low
35,Student,Speculation,82689.33,42781.9,11868.63,5826.23,2331.01,195.98,6629.98,50000.0,Small Business,Unemployed,12,14.37,pending,5,Medium
42,Lawyer,Growth,107676.93,100000.0,46189.68,25583.65,20574.75,2043.94,34089.11,34901.49,Auto Purchase,Retired,60,11.24,rejected,7,High
65,Doctor,Wealth Preservation,101206.77,21031.79,8165.34,2101.77,3489.28,238.3,2672.97,21986.7,Home Improvement,Self-Employed,24,8.15,approved,4,Low
77,Doctor,Speculation,48148.98,26831.5,6539.65,3633.78,1650.14,73.97,9288.05,22072.94,Home Improvement,Retired,48,7.58,approved,2,Low
37,Retiree,Wealth Preservation,90649.74,90321.8,40138.66,8060.85,16925.94,297.24,13048.08,21602.59,Debt Consolidation,Unemployed,36,10.85,rejected,5,Medium
70,Student,Income Generation,78588.59,53277.76,8959.22,5360.88,9660.16,583.69,8264.2,50000.0,Auto Purchase,Self-Employed,48,11.86,pending,4,Low
47,Teacher,Wealth Preservation,26175.57,23929.82,5990.28,4485.84,2496.98,33.81,1881.65,12201.12,Small Business,Self-Employed,60,9.71,pending,2,Low
79,Teacher,Income Generation,94265.88,35003.15,12749.82,4242.25,6228.22,1153.77,5785.16,50000.0,Home Improvement,Unemployed,12,12.61,rejected,4,Low
76,Artist,Speculation,83489.04,61885.63,26648.83,4448.31,10234.26,559.52,20085.77,50000.0,Small Business,Self-Employed,36,10.47,approved,5,Medium
80,Lawyer,Speculation,63618.44,17004.26,5013.5,4220.27,3128.47,546.94,3848.98,34639.84,Home Improvement,Employed,60,8.49,approved,3,Low
36,Student,Growth,119848.93,100000.0,20619.64,7872.36,24053.06,3851.74,28769.32,50000.0,Home Improvement,Unemployed,36,13.35,pending,7,High
72,Teacher,Speculation,57483.17,63617.9,25281.77,9003.81,14157.8,1417.25,6406.87,35969.19,Medical Expenses,Self-Employed,24,12.27,rejected,4,Low
76,Artist,Speculation,60940.89,21720.61,5864.45,2119.1,4238.88,959.65,3302.26,50000.0,Medical Expenses,Employed,60,10.59,approved,4,Low
29,Artist,Wealth Preservation,52965.41,9472.63,2898.14,924.61,1602.47,109.16,961.08,50000.0,Medical Expenses,Self-Employed,48,9.4,approved,5,Medium
26,Retiree,Growth,36500.27,23813.61,11634.66,1847.14,3299.25,722.97,6892.73,50000.0,Medical Expenses,Unemployed,24,14.14,rejected,5,Medium
30,Student,Speculation,92674.18,100000.0,16477.35,5131.19,22246.46,124.05,5479.37,50000.0,Small Business,Retired,24,13.71,pending,5,Medium
77,Engineer,Income Generation,69885.53,31540.97,15342.49,1752.92,1868.87,295.9,4641.7,50000.0,Home Improvement,Unemployed,12,10.98,approved,4,Low
41,Lawyer,Wealth Preservation,79700.38,40050.54,13260.96,5263.11,5290.1,1416.72,7029.75,17140.61,Debt Consolidation,Retired,48,9.68,pending,3,Low
83,Retiree,Growth,7756.05,11809.07,2127.16,3414.91,2052.17,137.66,1098.65,5239.85,Debt Consolidation,Retired,48,9.71,rejected,1,Low
35,Artist,Speculation,61867.2,59067.76,28215.39,7252.74,11505.76,2282.69,7191.4,45170.11,Medical Expenses,Employed,36,13.69,pending,5,Medium
66,Teacher,Wealth Preservation,32794.11,47136.74,13187.4,8179.61,4879.59,1446.73,12461.21,14495.72,Small Business,Self-Employed,48,7.09,approved,1,Low
46,Teacher,Speculation,90533.71,89879.66,35891.62,10025.33,11873.08,1155.24,15482.98,50000.0,Auto Purchase,Employed,12,11.67,pending,5,Medium
27,Teacher,Growth,79819.59,100000.0,26342.11,10146.86,15509.12,132.05,38220.22,50000.0,Debt Consolidation,Self-Employed,36,11.97,pending,7,High
45,Lawyer,Growth,83497.02,9111.65,3634.77,2011.27,1298.67,260.21,484.76,10310.01,Auto Purchase,Unemployed,12,6.2,approved,3,Low
61,Artist,Growth,122031.81,95272.85,16460.29,10363.48,6734.55,950.77,11978.17,50000.0,Debt Consolidation,Retired,48,10.15,approved,5,Medium
60,Teacher,Wealth Preservation,73713.45,47888.23,16378.1,10377.21,6813.85,505.38,6675.04,50000.0,Medical Expenses,Employed,60,14.06,rejected,4,Low
23,Retiree,Growth,54767.09,88970.47,19562.63,6458.26,16908.09,1819.19,6965.76,50000.0,Auto Purchase,Self-Employed,36,12.39,rejected,6,Medium
41,Doctor,Wealth Preservation,106409.68,100000.0,39486.01,10356.6,13048.7,577.91,14980.37,50000.0,Medical Expenses,Employed,12,12.76,rejected,6,Medium
78,Lawyer,Speculation,95941.08,100000.0,29568.61,29534.38,15930.89,3583.36,5669.07,50000.0,Auto Purchase,Retired,12,10.01,approved,4,Low
66,Student,Growth,149284.02,100000.0,13801.42,27614.26,16216.3,4000.02,16557.71,50000.0,Medical Expenses,Unemployed,12,10.93,approved,5,Medium
65,Engineer,Growth,89232.1,100000.0,14761.58,10404.07,18931.02,615.38,8413.06,50000.0,Home Improvement,Employed,36,13.67,pending,4,Low
36,Doctor,Speculation,102868.07,12571.87,3811.47,3404.18,1432.39,284.31,1404.66,50000.0,Home Improvement,Employed,60,10.02,approved,6,Medium
55,Doctor,Growth,50326.93,94505.93,31573.8,25955.71,8196.05,262.93,18475.11,26025.39,Medical Expenses,Self-Employed,36,12.03,rejected,4,Low
43,Engineer,Growth,55449.16,47749.16,16441.92,10157.41,8919.21,2283.86,12347.21,50000.0,Medical Expenses,Employed,24,9.68,approved,4,Low
77,Lawyer,Speculation,50257.84,88853.76,8987.21,16325.74,14699.4,4265.15,13818.12,50000.0,Medical Expenses,Employed,12,11.19,approved,4,Low
50,Student,Growth,106167.13,65068.67,9325.77,19163.44,6630.21,1739.09,24622.41,11598.5,Small Business,Retired,36,7.76,approved,4,Low
58,Doctor,Speculation,-4641.19,1000.0,343.31,94.6,175.5,40.73,267.08,5000.0,Debt Consolidation,Retired,48,4.9,approved,0,Low
60,Doctor,Wealth Preservation,-1624.65,1000.0,140.22,91.71,219.95,57.73,309.89,5000.0,Debt Consolidation,Unemployed,12,5.61,approved,0,Low
49,Artist,Growth,112081.34,100000.0,33953.2,15466.4,23865.56,3292.75,6351.93,50000.0,Auto Purchase,Employed,36,11.18,approved,6,Medium
24,Doctor,Wealth Preservation,52915.02,94068.19,30992.55,12255.51,19236.25,5723.81,9177.06,16052.3,Debt Consolidation,Self-Employed,60,6.95,approved,4,Low
65,Artist,Income Generation,65334.42,51731.91,10823.13,13206.4,10234.13,2356.95,6984.26,49734.09,Debt Consolidation,Retired,36,11.21,approved,4,Low
46,Student,Income Generation,65027.62,100000.0,13264.08,19714.51,24937.94,1891.6,14380.71,11811.28,Small Business,Self-Employed,60,9.63,pending,3,Low
74,Lawyer,Wealth Preservation,101406.2,70755.53,31103.46,3549.55,12752.87,1154.24,11667.97,50000.0,Home Improvement,Retired,12,12.54,pending,5,Medium
30,Artist,Growth,100440.05,100000.0,46272.28,23438.81,5194.5,215.13,10486.59,50000.0,Small Business,Retired,12,13.76,rejected,6,Medium
31,Lawyer,Wealth Preservation,72596.34,73189.99,16756.73,21108.92,11701.49,371.51,12816.0,50000.0,Medical Expenses,Unemployed,24,10.03,approved,5,Medium
50,Teacher,Wealth Preservation,80535.39,19387.04,3434.79,1952.48,4098.16,589.63,1418.9,50000.0,Small Business,Retired,48,10.77,approved,4,Low
21,Doctor,Speculation,63145.85,100000.0,15228.82,29523.28,10286.41,1480.53,6538.39,11004.56,Medical Expenses,Self-Employed,60,8.39,pending,4,Low
18,Teacher,Income Generation,67964.28,88364.16,16382.57,12375.54,8658.35,312.88,7296.89,50000.0,Small Business,Retired,48,10.09,approved,6,Medium
54,Engineer,Income Generation,5618.77,1000.0,252.78,59.27,94.58,20.32,363.92,7712.03,Small Business,Employed,36,7.18,approved,1,Low
39,Student,Speculation,43488.14,36438.9,8746.91,8835.42,8143.7,1125.69,6520.21,15262.44,Small Business,Employed,60,8.94,rejected,2,Low
27,Teacher,Growth,51560.17,52214.57,16537.72,5972.38,11700.31,828.46,4305.52,50000.0,Small Business,Self-Employed,12,14.95,pending,6,Medium
24,Lawyer,Income Generation,117075.16,76365.48,25429.15,15177.52,17107.24,37.58,6957.04,50000.0,Debt Consolidation,Self-Employed,24,10.85,approved,7,High
26,Student,Growth,44431.95,81795.44,19745.96,11583.43,6732.28,454.3,7607.56,40703.36,Debt Consolidation,Employed,24,9.47,approved,4,Low
37,Teacher,Wealth Preservation,54462.94,97016.24,42311.62,9856.81,23781.42,1946.84,16202.47,26610.52,Debt Consolidation,Self-Employed,48,8.82,approved,4,Low
31,Doctor,Growth,97769.8,33905.0,7971.37,8392.77,8367.78,479.74,6522.3,50000.0,Medical Expenses,Unemployed,48,9.23,approved,4,Low
18,Student,Growth,43862.81,28755.57,3134.13,4596.19,1617.23,137.42,10576.53,50000.0,Medical Expenses,Retired,24,9.02,approved,4,Low
82,Engineer,Growth,103406.6,100000.0,40836.26,16608.79,9027.15,1443.97,8428.48,50000.0,Home Improvement,Retired,60,13.33,rejected,5,Medium
24,Student,Wealth Preservation,37493.7,21302.83,6515.14,5015.5,3311.56,29.27,1869.68,45539.55,Auto Purchase,Unemployed,12,8.56,approved,4,Low
56,Retiree,Wealth Preservation,41697.0,12070.12,3996.76,1466.42,1592.85,49.21,668.53,11639.56,Medical Expenses,Employed,24,7.67,rejected,1,Low
47,Teacher,Growth,85497.46,68030.51,33466.36,20279.41,10801.62,1683.56,7451.66,50000.0,Small Business,Employed,36,9.55,approved,4,Low
19,Teacher,Wealth Preservation,97171.04,24028.08,10310.24,3128.8,1474.12,70.79,1721.38,50000.0,Auto Purchase,Unemployed,12,10.3,approved,6,Medium
57,Retiree,Growth,30624.52,10270.47,3058.95,925.62,1382.55,311.88,1689.97,6626.89,Debt Consolidation,Unemployed,36,7.48,rejected,1,Low
59,Student,Speculation,68831.78,100000.0,31643.3,18574.48,24334.37,4780.59,8436.19,50000.0,Small Business,Retired,60,12.53,rejected,4,Low
43,Lawyer,Speculation,79236.19,100000.0,22285.82,9770.67,22783.92,905.62,12867.02,26683.46,Medical Expenses,Employed,24,9.27,pending,4,Low
20,Student,Wealth Preservation,53782.12,93277.67,25612.13,18233.77,15184.52,2204.52,6519.08,22823.43,Home Improvement,Retired,36,8.22,approved,5,Medium
